MASSACHUSETTS GENERAL HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
71102578,HC MGH EPIRUBICIN 2MG/ML VIAL,I.C.
71102560,HC MGH METHOTREXATE 2.5 MG TAB,I.C.
71102529,HC MGH INJ LEUPROLIDE ACETATE1 MG,I.C.
71102495,HC MGH ETOPOSIDE 50MG ORAL,I.C.
71102438,HC MGH ETOPOSIDE 10MG,I.C.
71102420,HC MGH INJ EPOETIN NON-ESRD PER 1000U,I.C.
71102412,HC MGH CISPLATIN (PLATINOL) PER 10MG,I.C.
71102347,HC MGH INJ HEPARIN LOCK FLUSH 10UNIT,I.C.
71102321,HC MGH TRASTUZUMAB (HERCEPTIN) 10MG,I.C.
71102305,HC MGH RITUXIMAB (RITUXAN) 100MG,I.C.
71102214,HC MGH IRINOTECAN 20 MG,I.C.
71102180,HC MGH INJ ONDANSETRON 1 MG,I.C.
71102172,HC MGH INJ GRANISETRON HCL 100 MCG,I.C.
71102164,HC MGH AMIFOSTINE INJ. 500 MG.,I.C.
71102149,HC MGH GEMCITABINE 200 MG,I.C.
71102107,HC MGH VANCOMYCIN 500 MG,I.C.
71102099,HC MGH INJ PAMIDRONATE(AREDIA)PER30MG,I.C.
71102081,HC MGH GRANISETRON 1 MG TABLET,I.C.
71102040,HC MGH GENTAMICIN UP TO 80 MG INJEC,I.C.
71102032,HC MGH DEXRAZOXANE 250 MG,I.C.
71102008,HC MGH ORAL CYCLOPHOSPHAMIDE 25 MG,I.C.
71101976,HC MGH ALGLUCERASE (CEREDASE) PER 10U,I.C.
71101968,HC MGH PROMETHAZINE 50 MG,I.C.
71101950,HC MGH PHENYTOIN PER 50 MG,I.C.
71101943,HC MGH MAGNESIUM SULF 500 MG,I.C.
71101935,HC MGH INJ HYDROXYZINE UPTO 25 MG,I.C.
71101927,HC MGH CEFTRIAXONE 250 MG,I.C.
71101919,HC MGH MESNA 200 MG,I.C.
71101901,HC MGH CLADRIBINE (LEUSTATIN) PER 1MG,I.C.
71101893,HC MGH CA LEUCOVORIN 50 MG,I.C.
71101885,HC MGH VINBLASTINE SULF (VELBAN) 1MG,I.C.
71101877,HC MGH VINORELBINE 10 MG,I.C.
71101851,HC MGH MITOXANTRONE 5 MG,I.C.
71101836,HC MGH INTERFERON A-2B 1 MILL,I.C.
71101828,HC MGH DOXORUBICIN 10 MG,I.C.
71101810,HC MGH DESMOPRESSIN 0.1 MG,I.C.
71101802,HC MGH DAUNORUBICIN 10 MG,I.C.
71101760,HC MGH HEP B VAC DIA/IMMUNO 4-DOSE IM,$191.75
71101745,HC MGH HEP B VACC PEDI/ADOL 3-DOSE IM,$23.83
71101661,HC MGH TD TOXOIDS ADSORBED PRSRV FR 7 YR/> IM,I.C.
71101646,HC MGH POLIO VACCINE INACTIVE,I.C.
71101612,HC MGH MMR VACCINE LIVE FOR SC USE,I.C.
71101596,HC MGH LIDOCAINE INJ. 10 MG,I.C.
71101570,HC MGH INJ SARGRAMOSTIM GMCSF 50 MCG,I.C.
71101372,HC MGH-CYANIDE ANTIDOTE PACKAGE,I.C.
71101349,HC MGH-PROCHLORPERAZINE 25MG SUPPOS,I.C.
71101331,HC MGH PNEUMOCOCCAL VACC 23V 2YR+,$145.74
71101315,HC MGH INJ PHENOBABITOL UP TO 120MG,I.C.
71101307,HC MGH-PERPHENAZINE 4MG TABLET,I.C.
71101281,HC MGH-PERIDEX 1.2 MG,I.C.
71101257,HC MGH METHYLPREDNISOLONE 125MG,I.C.
71101240,HC MGH INJ METHYLENE BLUE 1 MG,I.C.
71101232,HC MGH INJ MANNITOL 25PERCENT IN 50ML,I.C.
71101216,HC MGH LORAZEPAM 2MG SYRINGE,I.C.
71101190,HC MGH DEXTROSE 5% WATER IV 500ML,I.C.
71101125,HC MGH HEP B VACC ADULT 3 DOSE IM,I.C.
71101109,HC MGH FUROSEMIDE 20 MG VIAL,I.C.
71101075,HC MGH DIPHENHYDRAMINE 50 MG AMP,I.C.
71101042,HC MGH DEFEROXAMINE 500 MG AMP,I.C.
71101034,HC MGH CYANOCOBALAMIN 1000 MCG SYR,I.C.
71100986,HC MGH MISCELLANEOUS,I.C.
71100549,HC MGH MITOMYCIN 5 MG,I.C.
71100457,HC MGH LEUPROLIDE DEPOT 7.5MG KIT,I.C.
71100440,HC MGH IDARUBICIN 5 MG VIAL,I.C.
71100432,HC MGH PENTOSTATIN 10 MG VIAL,I.C.
71100416,HC MGH INJ ALDESLEUKIN 2 (2M UNIT),I.C.
71100390,HC MGH CARBOPLATIN 50 MG VIAL,I.C.
71100366,HC MGH VINCRISTINE SULF (ONCOVIN) 1MG,I.C.
71100341,HC MGH INJ THIOTEPA (THIOPLEX) 15MG,I.C.
71100333,HC MGH STREPTOZOCIN (ZANOSAR) 1GM,I.C.
71100317,HC MGH INJ NITROGEN MUSTARD 10 MG,I.C.
71100291,HC MGH MITOMYCIN 5 MG,I.C.
71100267,HC MGH METHOTREXATE 5MG INJ,I.C.
71100242,HC MGH IFOSFAMIDE 1GM,I.C.
71100226,HC MGH INJ INTERFERON ALFA-2A  3 MILL,I.C.
71100218,HC MGH FLUOROURACIL (5FU) 500 MG,I.C.
71100200,HC MGH FLUDARABINE 50 MG,I.C.
71100192,HC MGH FLOXURIDINE (FUDR) 500 MG,I.C.
71100150,HC MGH DACARBAZINE 100MG VIAL,I.C.
71100135,HC MGH DACTINOMYCIN 0.5MG VIAL,I.C.
71100119,HC MGH CYTARABINE 100 MG,I.C.
71100093,HC MGH CYCLOPHOSPHAMIDE 100MG,I.C.
71000022,HC PHASE II RECOVERY ROOM PER 60 MIN,$290.00
71000021,HC RECOVERY ROOM CHARGE PER 60 MIN,$579.00
71000005,HC NON-PACU RECOVERY TIME PER 30MIN,$389.00
68864651,HC MGH INJ IDARUCIZUMAB PER 2500MG,I.C.
68864644,HC MGH INJ BENDEKA(BENDAMUSTINE HCL)  100 MG/4ML,I.C.
68864610,HC MGH INJ DINUTUXIMAB 17.5MG/5ML,I.C.
68864602,HC MGH INJ FERRIC PYROPHOSPHATE CITRATE 0.1MG OF IRON,I.C.
68864545,HC MGH BUPRENORPHIN/NALOX UP TO 3MG O ORAL,I.C.
68864537,HC MGH NETUPITANT 300MG & PALONOSETRON 0.5MG ORAL,I.C.
68864529,HC MGH COMPOUNDED DRUG NOC,I.C.
68864511,HC MGH INJ SILTUXIMAB 10 MG,I.C.
68864503,HC MGH INJ PASIREOTIDE LONG ACTING 1 MG,I.C.
68864495,HC MGH INJ NIVOLUMAB 1 MG,I.C.
68864487,HC MGH INJ CEFTOLOZANE 50MG & TAZOBACTAM 25MG,I.C.
68864479,HC MGH INJ PERAMIVIR 1 MG,I.C.
68864461,HC MGH INJ BLINATUMOMAB 1 MCG,I.C.
68864453,HC MGH INJ TEDIZOLID PHOSPHATE 1 MG,I.C.
68864446,HC MGH INJ ORITAVANCIN  10MG,I.C.
68864438,HC MGH INJ BELINOSTAT 10MG,I.C.
68864420,HC MGH INJ PEMBROLIZUMAB 1 MG,I.C.
68864412,HC MGH INJ VEDOLIZUMAB  1 MG,I.C.
68864404,HC MGH INJ RAMUCIRUMAB  5 MG,I.C.
68864156,"HC MGH INJECTION, ALEMTUZUMAB",I.C.
68864149,HC MGH PREDNISONE IR OR DR ORAL 1MG,I.C.
68864131,HC MGH INJ SULF HEXA LIPID MICROSPH PER ML,I.C.
68864123,HC MGH CHOLERA VACCINE LIVE ORAL,I.C.
68864115,HC MGH TACROL ENVARSUS EX REL ORAL  0.25 MG,I.C.
68864107,HC MGH 5% DEXTROSE IN LAC RINGERS UP TO 1000 CC,I.C.
68864099,HC MGH CEFTAZIDIME AND AVIBACTAM 0.5 G/0.125 G,I.C.
68864081,HC MGH INJ ALEMTUZUMAB PER 1 MG,I.C.
68864073,HC MGH PREDNISONE ORAL IR OR DR  PER 1 MG,I.C.
68864065,"HC MGH INJ, TBO-FILGRASTIM, 1 MCG",I.C.
68864057,HC MGH INJ DALBAVANCIN 5 MG,I.C.
68864040,HC MGH PROMETHAZINE HCL 12.5MG ORAL,I.C.
68864032,HC MGH INJ ISAVUCONAZONIUM SULFATE 372MG = ISAVUCONAZOLE 200MG,I.C.
68864024,HC MGH INJ 2G CEFTAZIDIME/ 0.5G AVIBACTAM,I.C.
68864016,HC MGH MENINGOCOCCAL B RP W/OMV VACCINE IM/ BEXSERO,I.C.
68863984,HC MGH CYCLOSPORINE ORAL 25 MG,I.C.
68863976,HC MGH CYCLOSPORINE ORAL 100 MG,I.C.
68863919,"HC MGH INJ PENG BENZATHINE/PROCAINE 100,000 UNITS",I.C.
68863901,HC MGH PROCHLORPERAZINE MALEATE 5MG,I.C.
68863893,HC MGH PERPHENAZINE 4MG ORAL,I.C.
68863885,HC MGH HPV VIRUS VACCINE 9 VAL IM,I.C.
68863810,HC INJ NIVOLUMAB 40MG,I.C.
68863802,HC INJ NIVOLUMAB 100MG,I.C.
68863794,"HC MGH INJECTION, HYDROXYPROGESTERONE CAPROATE, 1MG",I.C.
68863786,"HC MGH INJECTION, ADALIMUMAB 20MG",I.C.
68863752,HC MGH BUPRENORPHIN/NALOX UP TO 3MG ORAL,I.C.
68863745,HC MGH BUPRENORPHINE ORAL 1MG,I.C.
68863737,"HC MGH INJECTION, TESTOSTERONE CYPIONATE, 1MG",I.C.
68863729,"HC MGH INJECTION, ADENOSINE, 1 MG",I.C.
68863703,HC MGH INJ TESTOSTERONE ENANTHATE 1MG,I.C.
68863695,HC MGH INJECTION MORPHINE PRESERVATIV FREE PER 10MG,I.C.
68863687,"HC MGH INJECTION, PROPOFOL, 10 MG",I.C.
68863679,"HC MGH INJECTION, PACLITAXEL, 1 MG",I.C.
68863661,HC MGH INJ CEPHALOTHIN SOD UP TO 1GM,I.C.
68863653,HC MGH INJ DARBEPOETIN ALPH ESRD PER 1MCG,I.C.
68863646,HC MGH EPO ESRD 100 UNITS OVER 10000,I.C.
68863638,FACTOR VIII RECOMBINANT NOS  PER IU (HELIXATE FS),I.C.
68863620,FACTOR VIIA (NOVOSEVEN) PER 1 MICROGRAM,I.C.
68863612,INJ VON WILLLEBRAND FACTOR (HUMATE-P) PER IU,I.C.
68863604,FACTOR IX RECOMBINANT PER IU (BENEFIX RT),I.C.
68863588,HC MGH INJ TEMOZOLOMIDE PER 1 MG,I.C.
68863570,HC MGH EPO ESRD 100 UNITS UNDER 10000,I.C.
68863539,HC MGH FLU VAC NO PRSV 4 VAL 6-35 M,I.C.
68863521,HC MGH FLU VAC NO PRSV 4 VAL 3 YRS+,I.C.
68863513,HC MGH FLU VACC PRSV FREE INC ANTIG (HIGH DOSE),I.C.
68863505,HC MGH INJ METHOHEXITAL 100 MG/10ML,I.C.
68863489,HC MGH INJ ARIPIPRAZOLE EXT REL 1MG,I.C.
68863455,HC MGH INJ SILTUXIMAB 100MG,I.C.
68863422,HC MGH SERMORELIN ACETATE INJECTION PER 1 MCG,I.C.
68863414,HC MGH INJ MIDAZOLAM HCL PER 1 MG,I.C.
68863406,HC MGH INJ LACOSAMIDE  PER 1 MG,I.C.
68863398,"HC MGH LOCM 200-299MG/ML IODINE,1ML",I.C.
68863380,HC MGH INJ GLUCARPIDASE 10UNITS,I.C.
68863372,HC MGH INJ ACETAMINOPHEN 10MG,I.C.
68863364,HC MGH ANTITHYMOCYTEGLOBULNRABBIT 25MG,I.C.
68863356,HC MGH LYMPHOCYTEIMMUNEGLOBULIN250MG,I.C.
68863349,HC MGH DTAP VACCINE < 7 YRS IM,I.C.
68863331,HC MGH MENINGOCOCCAL VACCINE IM,I.C.
68863323,HC MGH INJ OBINUTUZUMAB PER 10MG,I.C.
68863315,HC MGH INJ PREDNISOLONE ACETATE 1ML,I.C.
68863307,HC MGH PREDNISOLONE ORAL PER 5 MG,I.C.
68863299,HC MGH IMMUNE GLOBULIN POWDER 500MG,I.C.
68863281,HC MGH INJ DEGARELIZ 1 MG,I.C.
68863273,HC MGH INJ ALPHA1 INHIBITOR NOS 10MG,I.C.
68863265,HC MGH QUINUPRISTIN/DALFOPRISTIN500MG,I.C.
68863257,HC MGH INJ TELAVANCIN 10MG,I.C.
68863240,HC MGH INJ NELARABINE 50MG,I.C.
68863232,HC MGH DIPHENHYDRAMINE HCL 50MG ORAL,I.C.
68863224,HC MGH INJ USTEKINUMAB 1 MG,I.C.
68863216,HC MGH TEMOZOLOMIDE ORAL PER 5MG,I.C.
68863190,HC MGH SIROLIMUS ORAL PER 1MG,I.C.
68863158,HC MGH CHLORPROMAZINE HC MGHL 5MG ORAL,I.C.
68863141,"HC MGH INJECTION, PERTUZUMAB, 1 MG",I.C.
68863125,"HC MGH INJ, FILGRASTIM G-CSF EXCLUDES BIOSIMILARS 1MCG",I.C.
68863117,HC MGH TACROLIMUS EX REL (ASTAGRAF XL) ORAL 0.1MG,I.C.
68863109,HC MGH TACROLIMUS IMME REL ORAL 1MG,I.C.
68863059,HC MGH BELIMUMAB INJECTION,I.C.
68863042,HC MGH BIVALIRUDIN,I.C.
68863034,HC MGH MICAFUNGIN SODIUM INJECTION,I.C.
68863026,HC MGH COSYNTROPIN INJECTION NOS 0.25MG,I.C.
68863018,HC MGH HEP A/HEP B VACC ADULT IM,I.C.
68863000,HC MGH HEP A VACC PED/ADOL 3 DOSE IM,I.C.
68862903,HC MGH HEPATITIS A VACCINE PEDIATRIC 2 DOSE SCHEDULE IM,I.C.
68862895,HC MGH HEPATITIS A VACCINE ADULT FOR INTRAMUSCULAR USE,I.C.
68862887,HC MGH HEP B VACC ADOL 2 DOSE IM,I.C.
68862879,HC MGH HEPATITIS B VACCINE DIALYSIS DOSAGE 3 DOSE IM,I.C.
68862861,HC MGH SKYLA IUD 13.5MG LEVONORGESTRE,I.C.
68862853,HC MGH INJ DOXORUBICIN LIPOSOMAL 10MG,I.C.
68862804,HC MGH INJ ZOLEDRONIC ACID NOS PER 1,I.C.
68862796,HC MGH MEASLES MUMPS RUBELLA VARICELLA VACC LIVE SUBQ,I.C.
68862788,HC MGH PNEUMOCOCCAL CONJ VACCINE 13 VALENT IM,$325.36
68862770,HC MGH DTAP-IPV INACTIVATED ADMIN PTS AGE 4-6 YRS IM,I.C.
68862762,HC MGH DTAP-HIB-IPV INACTIVATED VACCINE IM,I.C.
68862754,HC MGH DTAP-HEPB-IPV VACCINE INTRAMUSCULAR,I.C.
68862747,HC MGH INJ ADO-TRASTUZUMAB 1 MG,I.C.
68862721,HC MGH ASPARAGINASE-ERWINAZE 1000 IU,I.C.
68862713,HC MGH OPTHALMIC MITOMYCIN 0.2 MG,I.C.
68862705,HC MGH INJ METHYLNALTREXONE  0.1 MG,I.C.
68862697,HC MGH INJ ICATIBANT 1 MG,I.C.
68862689,HC MGH INJ IBUPROFEN 100 MG,I.C.
68862671,HC MGH INJ AFLIBERCEPT 1 MG,I.C.
68862663,HC MGH INJ ZIV-AFLIBERCEPT  1 MG,I.C.
68862655,HC MGH INJ TALIGLUCERASE ALFA 10 UNIT,I.C.
68862648,HC MGH MEDROXYPROGESTERONE ACETAT  1M,I.C.
68862630,HC MGH INJ CARFILZOMIB  1 MG,I.C.
68862614,HC MGH INJ SOD FERRIC GLUC CMP 12.5MG,I.C.
68862606,HC MGH INJ DALTEPARIN SOD PER 2500 IU,I.C.
68862598,HC MGH INJ COSYNTROPIN PER 0.25 MG,I.C.
68862580,HC MGH BLEOMYCIN 15 UNITS,I.C.
68862572,HC MGH CARMUSTINE (BICNU) 100 MG,I.C.
68862564,HC MGH BCG PER INSTILLATION,I.C.
68862556,HC MGH ASPARAGINASE 10 000 UNITS,I.C.
68862531,HC MGH INJ IMPORTED LIPODOX 10 MG,I.C.
68862523,HC MGH INJ ROMIDEPSIN 1 MG,I.C.
68862515,HC MGH DEXTRAZOXANE HCL TOTECT 250 MG,I.C.
68862507,HC MGH DEXTRAZOXANE HCL TOTECT 250 MG,I.C.
68862499,HC MGH INJ BELATACEPT 1 MG,I.C.
68862481,HC MGH INJ FERUMOXYTOL 1 MG -ESRD USE,I.C.
68862473,HC MGH INJ FERUMOXYTOL 1 MG NON-ESRD,I.C.
68862465,HC MGH INJ ECULIZUMAB 10MG,I.C.
68862457,HC MGH INJ BRENTUXIMAB 1 MG,I.C.
68862440,HC MGH INJ LEVOLEUCOVORIN CA 0.5MG,I.C.
68862432,HC MGH IVIG GAMMAGARD NON-LYOPH  500M,I.C.
68862424,HC MGH INJ GAMMAPLEX NON-LYOPH 500MG,I.C.
68862416,HC MGH INJ DENOSUMAB 1 MG,I.C.
68862408,HC MGH ONDANSETRON ORAL PER 1 MG,I.C.
68862390,HC MGH INJ ERIBULIN MESYLATE   0.1MG,I.C.
68862382,HC MGH INJ LUMIZYME 10MG,I.C.
68862374,HC MGH INJ FOSAPREPITANT EMEND 1MG,I.C.
68862366,HC MGH DEXAMETHASONE ORAL PER 0.25MG,I.C.
68862333,HC MGH INJ IPILIMUMAB 1 MG,I.C.
68862317,HC MGH INJ ACYCLOVIR SODIUM 5MG,I.C.
68862291,HC MGH INJ FLUZONE PEDIATRIC,I.C.
68862267,HC MGH INJ LEVOCARNITINE PER 1 GRAM,I.C.
68862242,HC MGH DACLIZUMAB PARENTERAL 25 MG,I.C.
68862143,AMINOCAP ACID VL 5GM,I.C.
68862127,HC MGH INJ CABAZITAXEL 1 MG,I.C.
68862119,HC MGH INJ IMIGLUCERASE 10 UNITS,I.C.
68862101,HC MGH INJ ESTRADIOL VALERATE TO 10MG,I.C.
68862093,HC MGH INJ PEN G BENZATHINE 100000 U,I.C.
68862085,HC MGH INJ ADRENALIN/ EPI  0.1MG,I.C.
68862077,HC MGH INJ ATROPINE SULFATE 0.01MG,I.C.
68862069,HC MGH HEMOPHILUS INFLUENZA B VACCINE,I.C.
68862051,HC MGH PROVENGE NDC 30237-8900-06,I.C.
68862044,HC MGH INJ VELAGLUCERASE 100 UNITS,I.C.
68862036,HC MGH INJ TOCILIZUMAB PER 1 MG,I.C.
68862002,HC MGH INJ HYDROCORTISONE SODSUC100MG,I.C.
68861988,HC MGH INJ OFATUMUMAB 10 MG,I.C.
68861970,HC MGH INJ POTASSIUM CHLORIDE  2MEQ,I.C.
68861962,HC MGH INJ DEXAMETHASONE SOD PHOS 1MG,I.C.
68861954,HC MGH INJ CALCIUM GLUCONATE PER 10ML,I.C.
68861947,HC MGH MENINGOCOCCAL POLYSACC VACC SC,I.C.
68861939,HC MGH TDAP VACCINE > 7 IM,I.C.
68861921,HC MGH INJ DIAZEPAM UP TO 5MG,I.C.
68861913,HC MGH INJ MEPERIDINE HCL PER 100MG,I.C.
68861905,HC MGH INJ HYDROMORPHONE UP TO 4MG,I.C.
68861897,HC MGH INJ NALOXONE 1MG,I.C.
68861889,HC MGH INJ FAMOTIDINE 20 MG,I.C.
68861871,HC MGH INJ PRALATREXATE 1 MG,I.C.
68861863,HC MGH HYLAN G F 20 SYNVISC 1 MG,I.C.
68861855,HC MGH DOCETAXEL INJ 1 MG,I.C.
68861848,HC MGH INJ C1 ESTERASE INHIB 10 UNTS,I.C.
68861814,HC MGH IVIG FEBOGAM NONLYOPH 500MG,I.C.
68861806,HC MGH INJ VITAMIN K PHYTONADIONE 1MG,I.C.
68861798,HC MGH INJ PLERIXAFOR (MOZOBIL) 1 MG,I.C.
68861780,HC MGH INJ BENDAMUSTINE HCL 1 MG,I.C.
68861772,HC MGH INJ RANITIDINE 25MG,I.C.
68861764,HC MGH INJ METOCLOPRAMIDE HCL 10 MG,I.C.
68861756,HC MGH INJ ROMIPLOSTIM NPLATE 10 MCG,I.C.
68861749,HC MGH INJ ROMIPLOSTIM NPLATE 10 MCG,I.C.
68861715,HC MGH LEVETIRACETAM 10MG,I.C.
68861707,HC MGH IXABEPILONE 1MG,I.C.
68861699,HC MGH HEPB IMM GLOB IM HEPAGAM 0.5ML,I.C.
68861673,HC MGH HEPARIN SODIUM PER 10UNITS,I.C.
68861665,HC MGH HEPARIN SODIUM PER 1000 UNITS,I.C.
68861640,HC MGH TEMSIROLIMUS 1MG,I.C.
68861624,HC MGH DIPYRIDAMOLE 10 MG,I.C.
68861616,HC MGH PALIVIZUMAB-RSV-IGM 50MG,I.C.
68861608,HC MGH PANITUMUMAB 10 MG,I.C.
68861590,HC MGH IRON SUCROSE 1 MG,I.C.
68861566,HC MGH TERBUTALINE SULF UP TO 1 MG,I.C.
68861558,HC MGH FENTANYL CITRATE INJECITON,I.C.
68861541,HC MGH SINCALIDE 5 MCG,I.C.
68861533,HC MGH FLUPHENAZINE UP TO 25 MG,I.C.
68861525,HC MGH FLUPHENAZINE DECAN UP TO 25 MG,I.C.
68861517,HC MGH PENTOBARBITAL SODIUM PER 50 MG,I.C.
68861509,HC MGH OCTREOTIDE NON-DEPOT 25 MCG,I.C.
68861491,HC MGH OCTREOTIDE NON-DEPOT  25 MCG,I.C.
68861483,HC MGH MOXIFLOXACIN 100 MG,I.C.
68861467,HC MGH MORPHINE SULFATE UP TO 10 MG,I.C.
68861459,HC MGH LEVOFLOXACIN  250 MG,I.C.
68861442,HC MGH INSULIN PER 5 UNITS,I.C.
68861434,HC MGH INSULIN PER 5 UNITS,I.C.
68861426,HC MGH INSULIN PER 5 UNITS,I.C.
68861418,HC MGH PROPRANOLOL HCL UP TO 1 MG,I.C.
68861400,HC MGH ENOXAPARIN SODIUM 10 MG,I.C.
68861384,HC MGH ERTAPENEM SODIUM 500 MG,I.C.
68861376,HC MGH METHADONE HCL UP TO 10 MG,I.C.
68861368,HC MGH DIMETHYL SULFOXIDE 50% 50 ML,I.C.
68861327,HC MGH CHORI0 GONADOTROPIN PER 1000 U,I.C.
68861319,HC MGH CEFTAZIDIME PER 500 MG,I.C.
68861285,HC MGH BENZTROPINE MESYLATE PER 1 MG,I.C.
68861277,HC MGH NATALIZUMAB PER 1 MG,I.C.
68861269,HC MGH TENIPOSIDE 50 MG,I.C.
68861251,HC MGH PEGASPARGASE SINGLE DOSE VIAL,I.C.
68861228,HC MGH GANCICLOVIR 4.5 MG LA IMPLANT,I.C.
68861210,HC MGH HYALURONIDASE RECOMB 1 USP U,I.C.
68861202,HC MGH UROKINASE  250 000 IU VIAL,I.C.
68861194,HC MGH TRIMETREXATE GLUCURO PER 25 MG,I.C.
68861186,HC MGH TREPROSTINIL 1 MG,I.C.
68861178,HC MGH TIROFIBAN HCL 0.25MG,I.C.
68861160,HC MGH TIGECYCLINE 1 MG,I.C.
68861152,HC MGH THYROTROPIN ALPHA 0.9 MG,I.C.
68861145,HC MGH RETEPLASE 18.1 MG,I.C.
68861137,HC MGH SECRETIN SYN HUMAN 1 MCG,I.C.
68861129,HC MGH RISPERIDONE LA 0.5 MG,I.C.
68861111,HC MGH PALIFERMIN 50 MCG,I.C.
68861103,HC MGH OMALIZUMAB 5 MG,I.C.
68861095,HC MGH OPRELVEKIN 5 MG,I.C.
68861087,HC MGH OCTREOTIDE DEPOT IM 1 MG,I.C.
68861079,HC MGH NESIRITIDE 0.1 MG,I.C.
68861061,HC MGH LINEZOLID 200 MG,I.C.
68861053,HC MGH LEUPROL ACE DEPOT PER 3.75 MG,I.C.
68861046,HC MGH ITRACONAZOLE 50 MG,I.C.
68861020,HC MGH IBUTILIDE FUMARATE 1 MG,I.C.
68861012,HC MGH TETANUS IMMUN GLOB UP TO 250 U,I.C.
68861004,HC MGH HEMIN 1 MG,I.C.
68860998,HC MGH GONADORELIN HYDROC PER 100 MCG,I.C.
68860972,HC MGH FOSCARNET SODIUM PER 1000 MG,I.C.
68860964,HC MGH ESTROGEN CONJUGATED PER 25 MG,I.C.
68860956,HC MGH ERGONOVINE MALEAT UP TO 0.2 MG,I.C.
68860949,HC MGH EPTIFIBATIDE 5 MG,I.C.
68860931,HC MGH ENFUVIRTIDE 1 MG,I.C.
68860923,HC MGH CHLOROTHIAZIDE SOD PER 500 MG,I.C.
68860915,HC MGH CORTICOTROPIN UP TO 40 UNITS,I.C.
68860907,HC MGH CORTICORELIN OVINE TRIFL 1 MCG,I.C.
68860899,HC MGH CIDOFOVIR 375 MG,I.C.
68860881,HC MGH CLONIDINE HYDROCHLORIDE 1 MG,I.C.
68860865,HC MGH BOTULINUM TOXIN B PER 100 U,I.C.
68860857,HC MGH BOTULINUM TOXIN TYPE A PER U,I.C.
68860840,HC MGH BASILIXIMAB 20 MG,I.C.
68860832,HC MGH BACLOFEN 50 MCG INTRATHECAL,I.C.
68860824,HC MGH BACLOFEN 10 MG,I.C.
68860808,HC MGH AMPHOTERICIN B LIPOSOME 10 MG,I.C.
68860790,HC MGH AMPHOTERICIN B LIPOSOME 10 MG,I.C.
68860782,HC MGH METHYLDOPATE HCL UP TO 250 MG,I.C.
68860774,HC MGH AGALSIDASE BETA 1 MG,I.C.
68860758,HC MGH ACETYLCYSTEINE 100 MG,I.C.
68860733,HC MGH IDURSULFASE 1 MG,I.C.
68860725,HC MGH METHYLPREDNISOLONE SOD SUC40MG,I.C.
68860717,HC MGH INJ PALONESETRON HCL 25MCG,I.C.
68860691,HC MGH APREPITANT 80MG,I.C.
68860683,HC MGH EMEND TRI PAK APREPITANT 5MG,I.C.
68860667,HC MGH AMIKACIN SULFATE 100MG,I.C.
68860642,HC MGH ZOSTER SHINGLES VACCINE DOSE,I.C.
68860634,HC MGH HUMAN PAPILLOMA VIRUS HPV DOSE,I.C.
68860618,HC MGH ABATACEPT 10MG,I.C.
68860592,HC MGH DECITABINE (DACOGEN)  1MG,I.C.
68860576,HC MGH INJ AMPHOB LIPID CPLX 10MG,I.C.
68860568,HC MGH MYCOPHENOLATE ORAL 250MG,I.C.
68860550,HC MGH  MYCOPHENOLIC ACID ORAL 180MG,I.C.
68860543,HC MGH ALTEPLASE 1MG VIAL,I.C.
68860535,HC MGH AMIODARONE HCL 30MG/ML VIAL,I.C.
68860527,HC MGH AMINOPHYLLINE 250MG/10ML VL,I.C.
68860519,HC MGH INJECTION MEROPENEM 100 MG,I.C.
68860485,HC MGH INJ STREPTOMYCIN UP TO 1 GRAM,I.C.
68860477,HC MGH INJ STREPTOKINASE 250000 IU,I.C.
68860451,HC MGH INJ PEN G PROCAINE 600000 U,I.C.
68860444,HC MGH INJ PEN G POTASSIUM 600000 U,I.C.
68860436,HC MGH TYPHOID VACCINE POLYSACCH IM,I.C.
68860410,HC MGH RABIES VACCINE FOR IM USE,I.C.
68860394,HC MGH INJECTION LEPIRUDIN 50 MG,I.C.
68860386,HC MGH INJECTION DIAZOXIDE UP TO 30MG,I.C.
68860378,HC MGH INJECTION EPOPROSTENOL 0.5 MG,I.C.
68860360,HC MGH INJ ZIPRASIDONE MESYLATE 10 MG,I.C.
68860352,HC MGH INJ VORICONAZOLE 10MG,I.C.
68860345,HC MGH TACROLIMUS PARENTERAL 5MG,I.C.
68860329,HC MGH INJ CEFOTAXIME SODIUM PER GRAM,I.C.
68860311,HC MGH INJ CEFEPIME HYDROCHLR 500MG,I.C.
68860303,HC MGH INJ CEFAZOLIN SODIUM 500MG,I.C.
68860295,HC MGH INJ CASPOFUNGIN ACETATE 5MG,I.C.
68860287,HC MGH INJ AZITHROMYCIN 500 MG,I.C.
68860279,HC MGH AZATHIOPRINE PARENTERAL 100MG,I.C.
68860253,HC MGH INJ APROTONIN 10000 KIU,I.C.
68860246,HC MGH INJ AMPIC/SULBACTAM PER 1.5GM,I.C.
68860238,HC MGH INJ AMPICILLIN SODIUM 500 MG,I.C.
68860220,HC MGH INJ TRIAMICINOLONE PER 10 MG,I.C.
68860212,HC MGH INJ TORSEMIDE 10 MG/ML,I.C.
68860204,HC MGH INJ TOBRAMYCIN SULF UP TO 80MG,I.C.
68860196,HC MGH INJ SUMATRIPTAN SUCCINATE 6 MG,I.C.
